SUBDIVISION,YEAR,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,ANNUAL_RAINFALL,JUN-SEP,MAR-MAY,OCT-DEC,JAN-FEB,CLOUD_COVERAGE,FLOODS
SUB HIMALAYAN WEST BENGAL,2004,18.0,22.5,37.1,112.5,137.9,272.2,536.6,580.3,192.6,141.2,13.7,14.0,2078.6,1581.7,287.5,168.9,40.5,87.5,1
MATSHYA PRADESH,1917,1.5,1.5,1.7,9.6,15.0,51.3,103.8,121.9,91.5,20.8,3.4,0.6,422.6,368.5,26.3,24.8,3.0,53.8,0
WEST MADHYA PRADESH,1964,0.0,10.4,29.0,6.2,10.7,188.2,27.5,290.5,282.8,33.8,4.6,11.5,895.2,789.0,45.9,49.9,10.4,66.9,0
CHHATTISGARH,2013,1.5,26.1,21.6,20.5,55.7,211.9,313.2,110.9,130.9,92.6,2.0,3.4,990.3,766.9,97.8,98.0,27.6,56.0,0
GANGETIC WEST BENGAL,1996,12.7,27.8,33.6,39.1,105.8,299.1,407.3,561.9,287.3,178.9,23.5,7.5,1984.5,1555.6,178.5,209.9,40.5,75.6,1
JHARKHAND,1914,8.5,7.5,28.8,13.8,28.5,121.8,289.7,374.1,116.6,63.4,18.9,3.1,1074.7,902.2,71.1,85.4,16.0,70.0,0
HIMACHAL PRADESH,1931,1.1,70.5,90.8,50.5,61.1,33.9,192.4,258.8,174.6,64.3,13.6,36.1,1047.7,659.7,202.4,114.0,71.6,52.5,0
KERALA,1974,0.0,6.7,11.4,15.7,23.3,713.4,746.8,639.1,486.4,12.9,26.0,8.3,2690.0,2585.7,50.4,47.2,6.7,76.6,1
JHARKHAND,1920,19.6,13.1,14.0,17.6,23.5,212.9,183.8,287.6,153.1,37.1,40.9,10.5,1013.7,837.4,55.1,88.5,32.7,72.4,0
BIHAR,2002,3.0,8.0,20.9,22.4,25.1,128.7,400.0,236.9,108.5,34.4,21.7,21.5,1031.1,874.1,68.4,77.6,11.0,50.8,0
HIMACHAL PRADESH,1915,77.3,117.5,40.2,53.9,42.9,179.5,331.8,244.8,129.6,59.2,21.5,19.7,1317.9,885.7,137.0,100.4,194.8,66.7,0
COASTAL KARNATAKA,1902,11.1,9.6,1.1,7.5,124.6,395.6,901.9,451.4,461.7,81.5,62.9,11.5,2520.4,2210.6,133.2,155.9,20.7,74.5,1
CHHATTISGARH,1920,1.2,8.7,8.0,25.2,9.0,44.7,248.8,318.1,108.1,85.5,18.7,17.3,893.3,719.7,42.2,121.5,9.9,55.7,0
TAMIL NADU,1995,33.8,20.2,25.5,35.2,77.3,38.8,78.6,72.8,57.7,260.5,427.5,243.7,1371.6,247.9,138.0,931.7,54.0,58.8,0
LAKSHADWEEP,1963,43.1,23.9,8.2,84.5,503.7,366.2,441.3,392.2,403.0,240.4,177.9,111.7,2796.1,1602.7,596.4,530.0,67.0,78.8,1
ARUNACHAL PRADESH,1968,9.2,5.8,71.8,62.4,67.8,363.8,609.3,423.0,298.4,140.5,51.2,3.0,2106.2,1694.5,202.0,194.7,15.0,66.2,1
ANDAMAN & NICOBAR ISLANDS,1979,37.5,12.5,28.9,90.8,184.0,590.5,194.5,316.6,266.4,228.2,129.1,47.6,2126.6,1368.0,303.7,404.9,50.0,86.6,1
JAMMU & KASHMIR,2001,30.3,89.3,54.1,30.0,57.1,45.3,274.5,223.4,146.2,50.4,31.4,34.8,1066.8,689.4,141.2,116.6,119.6,56.1,0
WEST RAJASTHAN,1913,5.0,0.0,0.9,0.0,30.6,45.7,132.0,85.9,93.1,23.6,3.4,6.4,426.6,356.7,31.5,33.4,5.0,45.4,0
JAMMU & KASHMIR,1951,62.5,85.5,56.7,31.8,94.1,60.7,28.9,343.3,76.4,34.3,11.2,48.5,933.9,509.3,182.6,94.0,148.0,75.5,0
WEST UTTAR PRADESH,1921,4.8,2.3,22.8,26.2,13.2,20.2,317.4,302.3,110.9,24.4,21.6,19.1,885.2,750.8,62.2,65.1,7.1,51.5,0
ARUNACHAL PRADESH,1990,12.4,27.6,32.7,140.8,185.1,261.9,208.9,495.1,387.3,104.9,35.3,8.8,1900.8,1353.2,358.6,149.0,40.0,68.8,1
BIHAR,2013,8.8,6.2,0.0,19.7,8.5,175.2,295.7,211.7,307.8,22.8,8.8,1.3,1066.5,990.4,28.2,32.9,15.0,66.4,0
TELANGANA,1911,8.2,13.0,32.6,30.4,11.6,206.9,391.9,389.4,151.9,45.8,5.6,9.8,1297.1,1140.1,74.6,61.2,21.2,61.4,0
WEST UTTAR PRADESH,1975,3.8,20.0,38.7,22.9,38.3,190.7,135.6,227.1,144.0,85.0,22.2,7.3,935.6,697.4,99.9,114.5,23.8,56.0,0
RAYALSEEMA,1987,3.5,8.2,11.8,4.8,28.9,43.0,75.7,110.0,25.3,19.7,13.4,5.2,349.5,254.0,45.5,38.3,11.7,64.1,0
KONKAN & GOA,1999,5.0,3.4,0.0,39.9,40.2,726.8,826.4,541.7,169.8,55.5,47.8,10.6,2467.1,2264.7,80.1,113.9,8.4,94.5,1
KERALA,1939,6.4,4.5,9.5,21.0,69.4,695.6,612.8,377.9,187.7,222.3,50.6,12.4,2270.1,1874.0,99.9,285.3,10.9,85.2,1
HIMACHAL PRADESH,2001,57.1,76.4,35.6,43.2,39.4,81.7,308.7,122.4,183.9,53.7,6.2,17.7,1026.0,696.7,118.2,77.6,133.5,77.9,0
UTTARAKHAND,1926,63.5,53.5,63.2,29.8,56.2,111.6,127.6,220.3,123.4,52.7,23.8,22.4,948.0,582.9,149.2,98.9,117.0,56.9,0
ANDAMAN & NICOBAR ISLANDS,1902,9.7,16.4,9.9,53.2,263.4,369.4,382.7,261.5,412.7,246.1,120.7,158.4,2304.1,1426.3,326.5,525.2,26.1,75.7,1
KERALA,2004,10.7,12.4,8.8,30.2,45.4,573.5,760.2,579.6,333.3,148.0,44.8,0.3,2547.2,2246.6,84.4,193.1,23.1,74.4,1
KONKAN & GOA,1995,6.3,5.8,10.3,42.8,110.8,715.2,595.2,547.2,418.4,109.3,71.1,15.4,2647.8,2276.0,163.9,195.8,12.1,70.6,1
BIHAR,1964,18.3,3.5,13.5,19.3,39.1,105.7,135.3,290.3,154.3,45.9,8.1,8.7,842.0,685.6,71.9,62.7,21.8,58.9,0
SOUTH INTERIOR KARNATAKA,1912,3.0,7.1,18.5,27.8,25.4,208.1,192.5,138.4,86.5,27.7,1.9,20.1,757.0,625.5,71.7,49.7,10.1,73.9,0
ARUNACHAL PRADESH,1919,0.0,31.2,39.5,86.7,94.7,332.5,290.3,451.5,370.5,113.3,29.0,13.5,1852.7,1444.8,220.9,155.8,31.2,87.6,1
SAURASHTRA & KUTCH,2000,5.1,9.1,9.0,7.9,10.2,70.3,112.2,104.5,75.9,24.8,4.8,1.8,435.6,362.9,27.1,31.4,14.2,56.6,0
WEST RAJASTHAN,1912,9.6,6.1,10.1,8.6,7.2,43.4,50.7,95.5,65.2,15.5,8.0,2.7,322.6,254.8,25.9,26.2,15.7,52.6,0
JAMMU & KASHMIR,1963,42.7,99.1,22.4,44.9,30.1,0.0,227.4,226.5,136.9,44.9,12.3,31.0,918.2,590.8,97.4,88.2,141.8,59.1,0
HIMACHAL PRADESH,1968,28.3,50.8,123.3,14.9,54.5,63.8,173.9,118.0,168.9,36.8,3.7,43.1,880.0,524.6,192.7,83.6,79.1,65.9,0
COASTAL ANDHRA PRADESH,1948,34.0,7.2,18.2,24.8,12.3,44.4,64.8,78.9,115.0,298.8,279.6,72.1,1050.1,303.1,55.3,650.5,41.2,57.2,0
GANGETIC WEST BENGAL,1956,7.3,6.1,18.7,29.5,134.6,460.6,383.0,383.3,403.8,99.8,60.5,25.9,2013.1,1630.7,182.8,186.2,13.4,66.6,1
VIDARBHA,1918,12.2,9.2,3.4,35.4,48.2,159.3,166.3,161.6,187.5,45.0,11.6,14.1,853.8,674.7,87.0,70.7,21.4,68.3,0
ASSAM & MEGHALAYA,2003,14.5,26.8,37.1,99.7,143.2,486.8,475.1,448.5,149.7,61.4,37.2,0.0,1980.0,1560.1,280.0,98.6,41.3,93.6,1
KERALA,1944,2.5,9.7,4.8,6.9,103.4,973.2,638.3,745.8,206.7,114.4,38.6,3.7,2848.0,2564.0,115.1,156.7,12.2,74.0,1
PUNJAB,1980,4.6,9.3,8.2,10.5,30.9,44.5,43.8,105.4,56.2,0.0,0.6,0.5,314.5,249.9,49.6,1.1,13.9,47.3,0
SUB HIMALAYAN WEST BENGAL,1958,7.5,10.7,14.9,91.3,145.8,314.7,613.5,367.9,247.0,114.7,31.5,14.9,1974.4,1543.1,252.0,161.1,18.2,73.7,1
WEST RAJASTHAN,1928,2.7,5.0,10.2,4.1,0.0,51.6,163.3,84.3,131.5,36.5,3.8,3.4,496.4,430.7,14.3,43.7,7.7,54.6,0
CHHATTISGARH,1964,8.4,23.5,11.8,15.0,12.7,244.1,236.7,356.0,137.9,95.1,23.1,6.6,1170.9,974.7,39.5,124.8,31.9,58.5,0
PUNJAB,1932,3.5,4.7,0.0,10.0,14.1,90.3,73.0,27.7,78.5,18.5,1.0,0.0,321.3,269.5,24.1,19.5,8.2,55.7,0
SOUTH INTERIOR KARNATAKA,1945,8.1,22.6,14.3,16.7,60.0,167.7,191.3,192.0,181.3,0.0,8.7,7.4,870.1,732.3,91.0,16.1,30.7,51.4,0
SAURASHTRA & KUTCH,2005,6.3,3.3,7.5,11.3,24.7,2.9,145.5,136.1,47.7,9.5,1.9,0.9,397.6,332.2,43.5,12.3,9.6,57.1,0
WEST MADHYA PRADESH,1940,4.7,8.3,15.2,0.8,19.6,146.6,199.5,355.8,89.4,87.0,29.7,10.3,966.9,791.3,35.6,127.0,13.0,75.8,0
EAST RAJASTHAN,1987,2.7,0.0,1.1,7.9,5.6,39.7,144.0,105.8,91.8,17.9,5.1,1.6,423.2,381.3,14.6,24.6,2.7,51.2,0
HARYANA DELHI & CHANDIGARH,1997,1.3,6.5,11.3,8.5,20.0,33.4,144.8,81.1,10.8,19.3,4.0,0.8,341.8,270.1,39.8,24.1,7.8,49.9,0
MATSHYA PRADESH,1985,5.8,3.5,11.2,6.8,0.0,70.3,197.0,82.9,80.4,16.3,2.9,4.7,481.8,430.6,18.0,23.9,9.3,42.5,0
ARUNACHAL PRADESH,1909,3.6,20.4,45.1,86.6,101.2,506.0,551.5,458.9,409.0,123.4,24.4,1.3,2331.4,1925.4,232.9,149.1,24.0,71.6,1
HARYANA DELHI & CHANDIGARH,1909,2.4,6.1,8.7,12.4,3.3,67.2,177.2,89.8,95.9,23.8,0.2,7.4,494.4,430.1,24.4,31.4,8.5,62.9,0
GANGETIC WEST BENGAL,2006,4.3,31.5,58.4,43.3,148.9,390.9,251.8,361.0,369.3,172.9,24.0,22.4,1878.7,1373.0,250.6,219.3,35.8,79.8,1
ARUNACHAL PRADESH,1977,0.0,24.3,24.1,112.2,151.3,360.7,569.3,315.9,228.3,163.6,37.6,8.5,1995.8,1474.2,287.6,209.7,24.3,69.9,1
NORTH INTERIOR KARNATAKA,1958,3.4,10.9,7.4,9.9,25.3,60.0,97.8,89.5,26.1,35.0,6.8,0.0,372.1,273.4,42.6,41.8,14.3,49.0,0
MADHYA MAHARASHTRA,1915,4.6,19.7,18.8,38.5,31.3,87.8,385.9,213.9,200.7,65.6,15.5,7.0,1089.3,888.3,88.6,88.1,24.3,68.9,0
MADHYA MAHARASHTRA,1916,0.0,4.0,26.2,25.1,58.6,87.7,277.2,353.1,140.4,45.4,12.1,5.3,1035.1,858.4,109.9,62.8,4.0,58.0,0
WEST MADHYA PRADESH,1991,5.6,13.3,15.0,7.2,11.1,89.7,214.9,289.3,124.3,112.4,25.3,12.9,921.0,718.2,33.3,150.6,18.9,70.6,0
NAGA MANI MIZO TRIPURA,1947,8.3,19.6,43.4,101.1,171.8,252.5,336.0,420.4,344.4,100.3,6.2,8.3,1812.3,1353.3,316.3,114.8,27.9,82.6,1
KERALA,1932,0.2,3.3,6.9,45.3,78.8,436.7,911.7,485.3,177.6,75.4,74.7,13.1,2309.0,2011.3,131.0,163.2,3.5,94.8,1
SUB HIMALAYAN WEST BENGAL,1943,10.9,17.0,45.8,88.4,154.6,311.5,504.3,352.5,192.0,89.4,0.3,26.2,1792.9,1360.3,288.8,115.9,27.9,87.9,1
ORISSA,1949,0.0,9.2,22.8,24.5,45.8,126.5,103.9,150.7,219.5,91.9,0.0,16.5,811.3,600.6,93.1,108.4,9.2,58.3,0
NORTH INTERIOR KARNATAKA,1970,2.1,11.4,8.6,10.5,7.7,90.4,121.5,112.0,62.2,7.3,5.0,4.4,443.1,386.1,26.8,16.7,13.5,60.9,0
RAYALSEEMA,1967,4.2,8.7,3.8,9.1,19.4,42.0,78.7,73.5,72.3,12.6,3.3,4.2,331.8,266.5,32.3,20.1,12.9,58.6,0
JHARKHAND,1993,8.6,0.0,29.9,8.8,44.3,108.5,210.6,313.5,217.7,25.6,29.4,6.8,1003.7,850.3,83.0,61.8,8.6,49.3,0
UTTARAKHAND,1943,65.2,68.6,49.2,47.8,26.8,59.5,349.4,280.9,154.0,73.3,12.3,49.8,1236.8,843.8,123.8,135.4,133.8,56.1,0
NAGA MANI MIZO TRIPURA,1926,4.9,12.5,35.8,72.4,141.0,294.6,553.5,124.5,302.0,123.6,28.0,4.4,1697.2,1274.6,249.2,156.0,17.4,67.4,1
EAST RAJASTHAN,1999,4.6,6.6,2.2,17.7,13.8,51.1,186.8,185.7,26.3,9.2,3.7,1.5,509.2,449.9,33.7,14.4,11.2,48.0,0
EAST RAJASTHAN,2002,2.3,3.4,6.4,13.3,10.3,38.7,138.6,122.9,29.8,32.2,2.1,4.9,404.9,330.0,30.0,39.2,5.7,64.1,0
WEST UTTAR PRADESH,1962,4.3,0.0,14.8,19.8,15.6,205.1,275.4,195.3,221.0,78.3,7.8,15.4,1052.8,896.8,50.2,101.5,4.3,63.0,0
VIDARBHA,1919,9.4,0.0,19.2,2.7,9.5,172.0,328.3,356.4,103.7,37.8,19.6,15.3,1073.9,960.4,31.4,72.7,9.4,52.7,0
EAST UTTAR PRADESH,1912,2.1,16.1,36.6,15.4,24.4,116.3,236.0,40.4,208.4,34.6,0.0,12.5,742.8,601.1,76.4,47.1,18.2,44.7,0
COASTAL KARNATAKA,1947,0.7,3.6,21.7,3.9,26.4,648.5,1029.9,298.1,340.8,149.0,0.0,16.4,2539.0,2317.3,52.0,165.4,4.3,76.0,1
RAYALSEEMA,1959,3.5,5.3,3.6,20.3,11.9,36.2,126.2,138.8,38.2,13.5,7.0,5.1,409.6,339.4,35.8,25.6,8.8,57.2,0
NORTH INTERIOR KARNATAKA,1905,0.0,7.0,5.5,11.2,10.0,3.2,97.5,116.3,90.5,3.3,7.1,1.7,353.3,307.5,26.7,12.1,7.0,41.7,0
SOUTH INTERIOR KARNATAKA,2004,12.4,19.4,22.3,3.0,47.0,154.0,182.3,258.1,42.9,77.3,13.7,0.4,832.8,637.3,72.3,91.4,31.8,48.7,0
ASSAM & MEGHALAYA,1917,0.0,17.8,42.0,55.2,176.7,153.8,383.5,187.9,253.4,155.4,27.6,8.2,1461.5,978.6,273.9,191.2,17.8,85.2,0
ASSAM & MEGHALAYA,1965,5.6,5.0,54.7,25.5,138.0,308.9,354.5,180.0,247.1,202.1,38.9,19.3,1579.6,1090.5,218.2,260.3,10.6,75.2,0
RAYALSEEMA,1990,4.3,5.4,7.2,8.7,3.1,65.3,162.0,152.8,100.9,19.8,0.6,0.0,530.1,481.0,19.0,20.4,9.7,67.4,0
EAST UTTAR PRADESH,1996,0.0,10.3,14.8,31.9,17.5,162.2,330.7,248.1,57.2,90.3,22.5,9.4,994.9,798.2,64.2,122.2,10.3,56.6,0
MADHYA MAHARASHTRA,1964,12.6,23.9,3.9,36.1,47.0,81.4,244.5,148.4,175.4,73.4,1.8,10.3,858.7,649.7,87.0,85.5,36.5,69.9,0
TAMIL NADU,1919,25.5,0.2,13.8,35.3,86.5,40.0,72.8,47.4,53.8,110.2,258.0,223.1,966.6,214.0,135.6,591.3,25.7,72.3,0
UTTARAKHAND,1959,73.9,37.3,49.1,52.5,60.7,20.3,297.6,191.4,118.5,48.1,30.2,27.0,1006.6,627.8,162.3,105.3,111.2,58.7,0
MADHYA MAHARASHTRA,1909,1.5,14.7,10.4,32.6,41.6,120.3,268.6,215.9,80.6,34.3,17.0,10.0,847.5,685.4,84.6,61.3,16.2,47.9,0
WEST RAJASTHAN,1970,6.8,5.3,7.8,0.0,0.0,57.1,48.8,91.5,50.9,30.9,5.2,3.3,307.6,248.3,7.8,39.4,12.1,57.0,0
GUJARAT REGION,1941,5.3,20.6,3.9,23.9,6.8,162.2,297.4,394.1,70.5,42.0,23.2,10.0,1059.9,924.2,34.6,75.2,25.9,55.9,0
GUJARAT REGION,1982,10.7,18.0,19.6,42.6,35.5,160.2,170.6,328.6,64.4,120.6,23.7,24.7,1019.2,723.8,97.7,169.0,28.7,74.6,0
ORISSA,1988,6.3,11.7,4.5,2.6,32.8,147.0,183.2,188.1,182.3,27.2,18.6,1.6,805.9,700.6,39.9,47.4,18.0,50.0,0
SOUTH INTERIOR KARNATAKA,1901,1.1,0.0,13.4,37.4,51.0,169.4,99.9,327.5,195.8,47.8,27.1,11.7,982.1,792.6,101.8,86.6,1.1,61.2,0
RAYALSEEMA,1901,4.5,0.6,11.3,12.0,3.3,75.3,181.1,54.3,25.0,8.9,0.0,1.4,377.7,335.7,26.6,10.3,5.1,40.9,0
NAGA MANI MIZO TRIPURA,1918,3.4,28.2,27.2,75.3,174.3,235.8,331.7,415.1,202.8,100.8,38.3,26.4,1659.3,1185.4,276.8,165.5,31.6,82.3,1
GUJARAT REGION,2012,15.4,20.1,0.0,17.5,27.4,104.9,153.1,198.1,113.3,18.4,23.3,9.7,701.2,569.4,44.9,51.4,35.5,53.8,0
HIMACHAL PRADESH,1983,52.5,85.6,41.6,17.0,46.9,136.8,90.0,324.8,75.1,31.5,26.8,31.9,960.5,626.7,105.5,90.2,138.1,49.3,0
CHHATTISGARH,1932,3.8,0.0,8.7,31.7,24.2,148.5,229.9,386.5,109.0,62.0,26.1,19.0,1049.4,873.9,64.6,107.1,3.8,72.9,0
SAURASHTRA & KUTCH,1994,2.1,10.5,11.9,3.6,21.5,77.8,105.3,121.9,78.0,35.1,0.0,2.9,470.6,383.0,37.0,38.0,12.6,54.9,0
SUB HIMALAYAN WEST BENGAL,1941,3.7,16.9,22.5,84.7,193.7,262.7,571.7,464.8,463.1,140.6,29.1,0.0,2253.5,1762.3,300.9,169.7,20.6,76.7,1
RAYALSEEMA,1918,2.3,12.2,13.1,17.2,13.1,5.4,2.8,75.4,54.1,28.0,6.6,3.5,233.7,137.7,43.4,38.1,14.5,61.8,0
SAURASHTRA & KUTCH,1943,6.7,9.1,5.1,9.6,17.9,80.8,139.1,125.8,86.8,34.6,2.2,6.3,524.0,432.5,32.6,43.1,15.8,43.5,0
EAST RAJASTHAN,1922,4.4,8.3,4.7,16.6,32.8,57.7,155.1,64.0,49.2,27.7,2.3,6.0,428.8,326.0,54.1,36.0,12.7,59.4,0
EAST MADHYA PRADESH,1996,1.0,9.5,21.4,8.2,27.1,195.1,228.9,192.3,53.9,48.4,22.7,2.8,811.3,670.2,56.7,73.9,10.5,45.6,0
EAST UTTAR PRADESH,2011,4.0,18.7,31.4,32.1,19.6,269.5,370.1,223.4,125.7,93.6,16.7,2.9,1207.7,988.7,83.1,113.2,22.7,53.5,0
ARUNACHAL PRADESH,1912,4.1,25.6,31.2,70.2,188.7,285.0,316.4,199.8,312.5,173.0,18.3,15.5,1640.3,1113.7,290.1,206.8,29.7,80.6,0
NAGA MANI MIZO TRIPURA,1992,10.3,23.2,26.1,90.7,110.1,258.6,217.9,265.1,232.7,135.6,38.9,5.1,1414.3,974.3,226.9,179.6,33.5,77.6,0
ASSAM & MEGHALAYA,2004,11.0,13.6,6.4,54.4,95.4,497.8,298.2,355.6,313.4,175.3,30.1,5.9,1857.1,1465.0,156.2,211.3,24.6,84.7,1
RAYALSEEMA,1950,1.9,0.6,3.0,1.4,33.5,64.9,201.0,119.4,105.7,18.7,6.2,0.0,556.3,491.0,37.9,24.9,2.5,56.7,0
COASTAL KARNATAKA,1970,6.8,6.7,15.1,37.7,101.9,793.5,1041.6,746.1,73.9,131.6,21.5,18.4,2994.8,2655.1,154.7,171.5,13.5,81.3,1
UTTARAKHAND,1952,113.8,93.1,55.7,47.5,84.0,76.0,156.2,258.4,114.8,0.0,2.6,25.3,1027.4,605.4,187.2,27.9,206.9,76.7,0
NORTH INTERIOR KARNATAKA,1985,3.9,4.2,9.4,13.4,32.8,33.7,141.5,100.8,70.1,3.7,0.0,2.9,416.4,346.1,55.6,6.6,8.1,61.4,0
HARYANA DELHI & CHANDIGARH,1943,0.0,0.0,3.3,0.3,31.8,45.4,89.9,118.7,86.5,17.1,3.8,1.0,397.8,340.5,35.4,21.9,0.0,61.1,0
NORTH INTERIOR KARNATAKA,1931,4.5,0.0,4.9,8.6,11.2,17.0,55.4,120.6,82.8,10.5,5.1,2.1,322.7,275.8,24.7,17.7,4.5,55.3,0
NORTH INTERIOR KARNATAKA,1944,2.7,0.5,0.0,4.5,21.3,55.9,57.2,83.8,80.8,10.5,0.0,7.5,324.7,277.7,25.8,18.0,3.2,41.8,0
EAST MADHYA PRADESH,2013,24.3,0.0,29.2,19.5,17.9,172.1,162.8,160.6,58.5,76.4,18.3,3.1,742.7,554.0,66.6,97.8,24.3,69.8,0
RAYALSEEMA,2015,8.6,2.3,10.1,8.6,8.2,47.1,57.3,108.7,60.9,20.3,6.6,3.2,341.9,274.0,26.9,30.1,10.9,56.4,0
WEST MADHYA PRADESH,2014,8.1,0.0,18.1,24.6,24.6,138.1,226.4,293.3,189.8,32.8,31.2,4.0,991.0,847.6,67.3,68.0,8.1,63.0,0
ANDAMAN & NICOBAR ISLANDS,1903,25.0,26.8,29.1,75.8,429.1,383.8,415.0,393.6,398.9,254.4,180.0,121.9,2733.4,1591.3,534.0,556.3,51.8,76.6,1
LAKSHADWEEP,2007,30.2,11.7,20.3,60.1,366.9,337.7,150.4,263.8,439.6,30.8,251.2,98.2,2060.9,1191.5,447.3,380.2,41.9,78.6,1
TELANGANA,1928,15.5,1.8,19.6,40.7,15.0,90.8,206.5,331.2,199.9,1.9,18.4,6.5,947.8,828.4,75.3,26.8,17.3,50.2,0
WEST UTTAR PRADESH,1970,10.1,20.4,8.6,0.0,25.5,195.4,242.1,140.2,233.4,102.5,15.2,0.0,993.4,811.1,34.1,117.7,30.5,76.2,0
HIMACHAL PRADESH,2012,52.1,74.5,39.8,51.7,27.3,121.3,231.7,273.1,149.1,36.1,7.0,30.5,1094.2,775.2,118.8,73.6,126.6,53.4,0
ANDAMAN & NICOBAR ISLANDS,1934,29.8,23.4,54.0,80.1,358.8,410.0,307.6,292.9,364.1,263.3,129.0,104.6,2417.6,1374.6,492.9,496.9,53.2,90.4,1
TAMIL NADU,1913,19.3,8.8,5.6,17.6,82.9,45.4,71.7,136.0,47.3,247.0,141.2,98.1,920.9,300.4,106.1,486.3,28.1,73.7,0
NORTH INTERIOR KARNATAKA,1965,0.6,8.4,0.0,6.8,3.4,28.6,85.0,152.8,49.9,32.3,9.8,7.2,384.8,316.3,10.2,49.3,9.0,67.6,0
TAMIL NADU,1908,24.5,7.1,19.2,16.0,3.1,54.3,49.5,45.8,66.0,306.1,346.4,43.9,981.9,215.6,38.3,696.4,31.6,60.7,0
RAYALSEEMA,1963,5.4,1.8,4.3,8.6,16.4,0.0,131.1,30.7,51.4,10.0,0.8,4.7,265.2,213.2,29.3,15.5,7.2,47.1,0
LAKSHADWEEP,1990,58.4,18.2,28.0,48.3,217.8,528.6,316.7,246.0,304.9,89.9,140.9,46.1,2043.8,1396.2,294.1,276.9,76.6,71.0,1
JAMMU & KASHMIR,1949,82.2,112.0,79.5,35.7,53.5,43.8,239.3,169.8,191.7,91.5,20.0,0.1,1119.1,644.6,168.7,111.6,194.2,79.2,0
WEST RAJASTHAN,1955,2.9,5.5,5.3,4.3,17.5,18.9,72.8,125.8,29.5,20.4,0.0,6.5,309.4,247.0,27.1,26.9,8.4,56.7,0
BIHAR,1970,14.7,7.8,12.7,1.2,0.0,128.3,286.9,274.1,237.5,151.8,11.0,1.7,1127.7,926.8,13.9,164.5,22.5,70.8,0
ORISSA,1979,4.6,19.3,6.9,18.5,28.9,93.1,126.1,277.5,275.8,88.8,25.3,3.2,968.0,772.5,54.3,117.3,23.9,54.1,0
RAYALSEEMA,1958,4.8,0.0,6.3,17.6,0.0,20.8,97.7,121.7,86.7,23.1,0.0,1.7,380.4,326.9,23.9,24.8,4.8,52.4,0
NAGA MANI MIZO TRIPURA,1973,9.5,19.1,64.0,80.4,118.9,404.5,414.5,267.5,383.9,129.7,30.0,11.4,1933.4,1470.4,263.3,171.1,28.6,74.3,1
KERALA,1955,1.5,5.7,10.1,0.0,88.4,322.1,927.1,360.2,352.2,98.5,26.5,11.7,2204.0,1961.6,98.5,136.7,7.2,79.6,1
LAKSHADWEEP,1906,23.7,32.3,29.7,48.8,325.1,369.7,198.0,331.6,511.7,197.3,160.9,61.0,2289.8,1411.0,403.6,419.2,56.0,66.4,1
WEST MADHYA PRADESH,1942,10.9,13.6,22.7,7.4,24.9,136.5,321.0,196.5,244.1,95.6,5.1,5.1,1083.4,898.1,55.0,105.8,24.5,67.3,0
SAURASHTRA & KUTCH,1907,2.7,11.7,0.0,3.1,8.1,28.9,106.6,71.6,35.4,26.6,7.7,4.9,307.3,242.5,11.2,39.2,14.4,54.5,0
ASSAM & MEGHALAYA,1999,6.0,8.6,47.3,44.8,90.3,415.3,628.1,393.3,379.6,107.7,9.9,14.9,2145.8,1816.3,182.4,132.5,14.6,81.7,1
HIMACHAL PRADESH,1908,53.9,98.9,35.4,24.5,24.8,124.2,163.0,182.1,107.7,34.8,0.1,31.3,880.7,577.0,84.7,66.2,152.8,62.6,0
BIHAR,1904,7.1,1.6,26.4,29.9,25.8,126.2,266.6,188.2,167.8,28.9,24.0,14.8,907.3,748.8,82.1,67.7,8.7,55.4,0
GANGETIC WEST BENGAL,1989,8.3,27.0,55.4,24.8,177.0,175.7,381.5,488.3,381.0,186.3,14.0,3.4,1922.7,1426.5,257.2,203.7,35.3,75.3,1
EAST RAJASTHAN,1908,0.0,6.9,2.9,2.2,8.8,98.8,64.5,129.1,72.6,28.4,3.6,0.0,417.8,365.0,13.9,32.0,6.9,51.1,0
ARUNACHAL PRADESH,1984,18.1,1.8,45.5,72.0,134.9,436.4,347.4,417.3,283.4,112.4,64.5,0.0,1933.7,1484.5,252.4,176.9,19.9,90.9,1
ARUNACHAL PRADESH,1970,20.3,27.9,30.4,128.9,47.6,247.8,255.0,395.3,179.8,141.7,27.2,6.2,1508.1,1077.9,206.9,175.1,48.2,63.8,0
VIDARBHA,1912,1.5,34.4,10.1,0.0,17.4,74.0,354.4,285.7,207.9,48.9,12.2,5.8,1052.3,922.0,27.5,66.9,35.9,50.5,0
ANDAMAN & NICOBAR ISLANDS,1953,28.8,30.0,30.0,62.5,350.0,447.3,414.6,409.5,468.9,196.8,128.7,38.5,2605.6,1740.3,442.5,364.0,58.8,68.2,1
PUNJAB,1979,4.5,0.0,6.8,7.5,26.3,33.2,109.8,144.9,101.5,8.2,4.5,3.6,450.8,389.4,40.6,16.3,4.5,46.3,0
MATSHYA PRADESH,1918,7.6,6.1,7.2,5.0,23.9,55.5,105.3,51.2,45.4,3.9,6.3,5.4,322.8,257.4,36.1,15.6,13.7,54.8,0
WEST MADHYA PRADESH,1912,5.2,16.8,3.2,17.6,7.8,184.1,248.0,95.6,132.0,113.8,19.1,12.6,855.8,659.7,28.6,145.5,22.0,46.4,0
